,reviewContent,rating
461,"I have stayed here a few times and my experience has been mixed. On the plus side, the hotel has a gorgeous lobby, with great views of the city around it.  It feels bright and open, much more so than most cookie cutter Embassy Suites. The rooms (suites) are nice and standard, and staff has been courteous and helpful on all occasions.  The pool that is right off the lobby is nice, as is the jacuzzi. On the minus side, the lines for breakfast can be atrocious, especially on weekend mornings when families stay at the hotel.  I am talking about 20 or 30 minutes buffet lines - forget about ordering a custom breakfast.  You really need to be there at 7 AM to avoid the lines, but that means you need to alter your schedule to account for the hotel's inability to handle a crowd.  The same is true of the evening reception - lines of 15, 20, 30 people to order a drink - frustrating. So I can recommend the hotel, but if the complimentary amenities are a reason for choosing this hotel, be prepared to dedicate extra time.",3
462,"The location for this hotel is perfect- I love staying here when I come to the city. The people who work here are friendly, and are very accomodating. The last time I stayed I arrived two hours before check in and they let me come in early with no fee. On another occasion they kept my luggage safe for me when I got there early and the room wasn't ready. The lobby and rooms are great- I've been here for a romantic getaway and also for a couple of girls trips and the rooms are great for both. The complimentary breakfast and open bar hours are also fabulous perks of this hotel. It is my favorite place to stay before a Bears Game!",4
463,"Going to Chicago on a weekday makes life better. We stayed here and no lines for drinks at the reception. The staff is friendly and the room clean. It is is your typical Embassy Suites and for the money,it works. If you want turn down and chocolates, go to a fancier place.",5
464,"Great visit to the Embassy Suites. The staff were incredibly friendly, the food was quite good, and the room was clean and comfortable. Location is fantastic to downtown as well as the CTA to get around town. Only downside was the ability to hear some noise between rooms. Not overly loud.",4
465,"We enjoyed our stay at this hotel. The location was great. It was within walking distance to most everything: Navy Pier, the Magnificent Mile and Pizzeria Uno and Pizzeria Due. We had a beautiful view looking over toward the river and the Wrigley Building. I stay at Embassy Suites whenever I can and find them to be consistent in quality where ever they are. This location was no exception. The rooms were clean and well maintained. The complimentary breakfast was excellent. The hotel staff was helpful and attentive to our needs. We had a wonderful stay.",4
466,"My review from http://yelp.com: I don't get to vacation too often. I think the last one I went on was 5 years ago. Earlier this week, I stayed here for my very first grown-up-all-by-myself-vacation. I booked a room for 4 nights two months ahead of time so I could get a really good rate. I only spent $89 a night. I booked through the Embassy Suites Hilton website, not through Orbitz. For a Downtown hotel, I wasn't expecting too much. And I was a bit frightened that it would be a bit gross. Apparently, that was NOT the case here! This is one of the best hotels that I've ever stayed at! I know it's not super-fancy, but it exceeded my expectations! I stayed in a 2-room suite with a flat screen tv in the living area and one more flat screen in the bedroom, a sofa-bed in the living room, Crabtree & Evelyn shampoos and soaps, plentiful towels, 2 additional sinks (one in the bedroom and another near the microwave and fridge), self-fluffing pillows, a very clean bed with clean, soft sheets, free cooked to order breakfast and a free 2-hour evening reception at the hotel bar! The free breakfast and the evening reception isn't over the top, but it's free! I'm so happy they at least offer it! The breakfast was very good; you can choose what kind of eggs you want or get an omelet, and they also sausages, bacon, pancakes, biscuits and gravy, cereal, english muffins, donuts and other baked goods, fresh fruit (melons, bananas), yogurt. They had an awesome selection in case you don't want what they are cooking. I personally thought the omelets were pretty good. And there is a swimming pool, jacuzzi, and sauna. The kitchen staff, bartenders, and housekeeping staff were all very nice and they made sure I was taken care of. Seriously, who could ask for more?!?!?! There is only 1 downside, wifi isn't free. It's $14.95 a day. It is free if you are an HH member. But it is worth it if you pay in advance for a lower room rate. I would definitely come back again and again for a quiet weekend. Or maybe a week. I love that Fox & Obel is around the corner too in case you want gourmet eats without spending too much $$$. But that's for another review....",5
467,"Nice hotel with big comfortable rooms.  Parking is really expensive (~$44 per day to self-park w/o in-and-out priv., ~$53 to valet w/in-and-out priv.), but not out of the ordinary for the area.  The hotel begins on the 5th floor of the building, where the Sky Lobby is located.  Rooms go up onto the higher floors from there.  So, from the street, you should expect 2 elevator rides and a walk across the Sky Lobby no matter where your room is.  The location is very good, near the river, Navy Pier, the Magnificent Mile, Lake Shore Drive, Tribune Tower, NBC Tower, and the Chicago Loop.  They are well within walking distance to most of those places and plenty to do (plus, plenty of places to eat).  I did not take advantage of the bar, the manager's reception, or the breakfast.  However, the breakfast did look pretty busy, so keep that in mind as you read other reviews mentioning it. My only real complaint about the hotel is their keys.  If you insert and remove the key too fast or too slow, it won't work.  It's hard to gauge exactly how to do it right, consistently.  I heard others complain about this, too, on the elevator.  After a long day, when you're really tired, the last thing you want to have to do is fight with your room key.   Other than that, highly recommended.",4
468,"Four solid stars because of the price, customer service, the fact that every room is a suite, they provide free breakfast in the morning, they have free cocktail and snack hour at night and the hotel is in the heart of Chicago.",4
469,"I came here with a group of girls for a bachelorette party.  We met up at the Embassy Suites and hung out here for a while until everyone was ready to head out to the club.  The suite was nice and spacious.  I really liked how there is a covered area for cabs to drop you off and pick you up.  My only complaint about the hotel was that the bathroom in the bar area was closed for renovation which was a pretty big inconvenience.  Also, the smokers in the group were not very happy that they had to go down two sets of elevators to get outside for a cigarette.",4
470,"I'm staying my way through all of the Chicago downtown Hilton properties when I visit, so this Embassy Suites is the latest one!  Convenient to Navy Pier and a variety of shopping and restaurants, it's well-located and transit-accessible.  It's important to specify that this is the Embassy Suites on Columbus when you get a cab, by the way, because there's another on State Street and people get confused!   This is a ""sky hotel,"" meaning that the lobby and rooms are all on floors 6 and higher.  You get some pretty nice views, but it also means that you have to catch more than one elevator to get anywhere!  Luckily, they have enough elevators and they move pretty fast.  The lobby and central ""courtyard"" (like nearly all Embassy Suites have) is really quite spectacular and modern.  The lobby does have a bit of a chlorine funk, either due to the fountains or the hotel pool.  The bar and breakfast area are right by the front desk and very convenient - the hotel offers a free breakfast and nightly ""manager's reception"" like other Embassy Suites properties.   The rooms were a little dim for my tastes, without good lighting at any mirror to do my makeup.  Otherwise, very standard suites.  Living room/dining room area, wet bar, separate bathroom and bedroom.  Three sinks in total... one bar of hand soap.  I'll never get that.  The wifi is free for elite HHonors guests.   I'll keep trying different properties - I think my favorite so far has been the Hilton Garden Inn, followed by the other Embassy Suites on State.",4
471,"This hotel is lovely. I love the elevator and how you can view it from the outside. Its pretty kewl. The rooms are nice and spacias and the windows are really cute. The complimentary breakfast was tasty and there was a lot of options. We order room service, mainly finger foods, and everything was just right! I didnt hear any sex noises in the middle of the night, which is good! I'd definitely recommend this place to anyone planning to stay in downtown Chicago for a few days.",4
472,"Good, not great. However, I'm a Hilton Honors member and their WiFi never did work.",3
473,"Very clean hotel, and the breakfast was excellent for a free buffet. However, you better hope that none of you have to stay in the front room right on the atrium.  It's like an echo chamber, and the hotel does not seem to care if people run and yell at all hours of the night.  I stayed Thurs-Sat night, and had to call and complain about the noise both Fri & Sat nights.   Also, on Sunday check out there was only one bellman working.",3
474,"Really loved my stay here especially after my stay at the Sheraton across the street.  The rooms are newly renovated so they are fairly new and set up like an apartment with a living/dining room and separate bedroom.  There is also a microwave, sink, and fridge which has lots of room for you to buy snacks or drinks, etc. and not full of overpriced liquors you don't want to buy.  There is also a Dominick's/Safeway right across the street so there is no reason not to stock your fridge.  There are tv's in both rooms so I'd be great for a small family to have some room to spread out. The atrium in the middle of the hotel brings in a lot of light and the glass railings are both cool and scary!  The extras that they throw in are what made me love my 3-day stay.  Free breakfast buffet, free happy hour from 5-7, a free US weekly newspaper at your door in the morning, and really nice Crabtree and Evelyn shampoos and soaps (this seems basic, but lots of hotels don't give you free shampoos anymore). Oh and they have an internet room that has free printing so you can check-in to your flights or check email.  All of this for less than what I paid for a single room at the Sheraton which was decent, but nothing special.  (No free anything at Sheraton!  Not even good soap!)   I have to admit I didn't have the breakfast here as I was too busy, but the fact that it is offered is a total plus in my book!  Yes there were lots of people in line during breakfast, but I asked a couple how the food was and they said the make your own omelets and fresh fruits were good.   The bell hops and valets downstairs are also curteous and friendly.  They will help you with your bags or get you a cab in a second.   One tip -- get your hotel on http://priceline.com for the best deal ever!",5
475,"I couldn't believe the price when I booked a suite here for me and five others. The rooms are not the most spacious, but for the price, it's great. And the location was perfect. They were located a few blocks from everywhere we wanted to go. To your left is the Art Institute of Chicago, Aquarium, Grant Park, Buckingham Fountain, and more. To your right was the Magnificent Mile shopping area, tons of restaurants, Chicago Water Tower, and John Hancock Observatory. Although we weren't directly located next to anything, it worked out perfect to me in close to everything rather than closer to some places than other. Another perk was that we located right across from Dominic's Pharmacy. We walked there regularly for snacks. Saving the best for last, the absolute BEST thing about this hotel is: - Complimentary breakfast buffet every morning. (Time varies by the day) - Made to order omelets of your choice. - Complimentary happy hour w/ chips & salsa and other snacks. - The nicest bellperson(s). Greeted everyday entering and leaving. And were very helpful with any questions we had. Other perks that I didn't take advantage of: - Indoor pool. - Gym. - Lounging area in lobby. I highly recommend this hotel! My friends and I were very pleased with our experience.",4
476,"I stayed here for Lollapalooza weekend - it's close to the north location of the festival and just a block away from Michigan Ave so very convenient. The closest L stop is Grand-Red which is a few blocks away. Staff was pleasant but not overly friendly - I appreciated that the front desk staff found an available room before check in time and everyone was helpful when needed, they just didn't go out of their way to make nice if that makes any sense. Rooms are standard Embassy Suites with the separate bedroom and living room. The bathrooms were roomy and the towels were the nice big bath sheets which is always a plus. Complimentary breakfast was just okay - when the hotel is sold out like it was the weekend I was there, the lines are long and they run out of things fast. But if you're patient, you can pretty much get whatever you'd want for breakfast. They also have the complimentary evening reception with snacks. I'd stay here again but can't really give more stars since I wasn't wowed.",3
477,"Embassy suites has some nice rooms with decent beds.  With the suites you get the seperate room which isnt much use in Chicago since you shouldnt be spending much time in the room anyway.  There is free breakfast here and a managers drink hour which isnt worth much either.  The breakfast is below average and you have to wait in a line across the lobby to get a free drink.   The location of this hotel is great with plenty of great restaurants near by and very close to Michigan ave, and the Navy Pier.   Dont plan on parking your car here since it is about $50/night try to find parking near by.   If you stay here skip the free breakfast and head over to Yokes which is awesome, also go to Joes steak seafood and crab for a great dinner",4
478,Nice place.  You get what you pay for.  Free booze from 6-730.  Free full buffet breakfast all morning long.,3
479,"I had a pretty darn good stay here over the course of two nights. The location is not quite as convenient as being directly in the loop but it is very close and near enough to many shops, restaurants, cafes and the lake. The value proposition here is two fold: firstly, the room, or should I say rooms, give you more of an apartment style set up than a typical hotel room. The key here is that because you have a living room and a kitchenette area separating your bedroom from the hallway, blocking out the vast majority of noise from passer-bys. My bed was huge and comfortable. I had a view of both the lake and the city. The second area they really stand out in is the extras: all you can eat breakfast, and a two hour complimentary happy hour in the evening at the bar. Combine this with a 24 hour fitness center, a pool and sauna and it is pretty difficult not to enjoy your stay here. The staff, especially in the dining area, were exceptionally friendly. As for the drawbacks. The carpet was ugly and the interiors themselves were drab and in need of an update. The fitness center could use an update too. The style of Embassy Suites means you have a view of the exterior of all the rooms all the way up to the top floor from the lobby. Because they all look exactly the same you get the feeling of looking up at an old tenement building in a former Soviet bloc country. The hotel is very, very kid friendly, which means it may not suit all business travelers. Summary: This Embassy Suites meets and exceeds expectations on every level except the aesthetic side, and even that was not so bad. I would definitely stay here again.",4
480,"Positives: close to many attractions, free breakfast and managers reception, very nice staff Negatives: $41/day parking, needs a little TLC Stayed for the long weekend with family. If we had to get somewhere and feed breakfast for the nine of us, would have been time consuming and expensive. You could have cooked to order omelets or buffet style scrambled eggs, bacon, sausage, potatoes, biscuits and gravy. Also had a managers reception with free drinks and snacks. Was nice to unwind after being out in the city all day. Some minor issues with soap rack in shower loose, toilet seat loose etc. I know that it is expensive to park in the city but at least cut something off for staying at the hotel vs. just parking there. Easy walk to shopping, site seeing or dining.",4
481,"Stayed at this hotel at the end of the year to check out the fireworks at the Navy Pier. The hotel valet enterance is easily missed (on a one way street), but made it in the 2nd loop. Also the valet area is very crowded with people checking in and out, as well as cabbies. We waited for a few minutes before we could pull in. (Our car blocked the drive during check out, but we were prepared to load up and go. So only about a 3 minute hold up...) Upon checking in, the car was moved safely into a heated garage space by the valet (yes we snuck out and checked later). The hotel registration is up the elevators to the right. After we cheked in, we went up to our floor, and was welcomed by a grand view (see posted picures to see what I am talking about.) Already mentioned in a lot of other reviews, but... 1) Cooked-To-Order Breakfast (6:30am - 9:00am) is basically a tailored omlette your choices of spinach, chedder cheese, ham, bacon, jalapenos, peppers, onions, sausage, mushrooms and tomatoes. I just went for everything! 2) Managers reception (from 5:30 till 7:30pm) is basically free drinks and appetizers (chips and fries). A nice perk. 3) The room has a bedroom with either two full or one king (we stayed at the one king room suite) and a door that separates into the living room with a pull out sofa bed. (I heard that it was on the stiff side, but hey I didn't have to sleep in it.) 4) Pool, gym and sauna (6:00am till midnight) are available for people who want to work out. I went for couple laps at the pool, and used the sauna. Very refreshing in the morning. 5) Walking distance to main shopping area of town (i.e. Michigan Ave.). 6) Navy pier is two blocks from this place. A great place for a family visit Definitely a great family hotel, and if the rates meet my budget, definitely will stay again.",4
482,"Wonderful experience.  This is not the most luxury hotel out there, but you definitely get the best value .They offer free breakfast and happy hour drinks.  The interior view is very unique. Rooms are clean and nice.",5
483,"We went here to meet my boyfriend's mother for drinks. When you enter on the street level, whomever the gentleman working the desk was, was rude and abnoxious screaming, yes I mean screaming, at somebody inside. We thought he was yelling at us. We asked for instruction on how to get to the lobby and he remained unapologetic and angry. Anyhow, we wandered around and realized we were at the wrong Embassy Suites (Monopoly : Another Embassy Suites is 4 blocks away). This Embassy Suites does not have a working waterfall fountain at this time.",2
484,"I stayed here for 3 nights and while it's not the best hotel I've stayed at downtown, it has some perks. 1) Free breakfast. And I mean a full breakfast, including cooked to order items. I didn't take advantage of that, but they had pancakes, bacon, eggs, pastries, breads, etc. It can get really busy so it might be difficult to find a table at times. 2) Big rooms. It was very nice to have a separate living room and a bedroom with a door on it. The rooms also had a mini fridge and microwave. 3) Super comfy beds. I mean seriously, they were awesome. 4) Convenient location. 5) Fast elevators. This can be a challenge at some hotels, but the wait was never long here. I definitely wouldn't pay full price for these rooms, but if you get a good rate it's a nice place to stay. If you're looking for luxurious, go someplace else.",4
485,"Shatangi had a blast at Embassy Suites. From day one, the staff went above and beyond to accommodate even the smallest request. The suites are well maintained and very clean. The breakfast is outstanding. I am amazed at the efficiency of the breakfast staff. In the PM, the bar staff that run the manger's special take the time to get to know you and always remember your order (remember to tip them well) even if the snacks are kind of costcoesque. It was a great opportunity to touch base with my colleagues and see them well liquored. Overall, a great stay in a well-run and well-located hotel. Shatangi told you...",5
486,"For an old building, this Embassy Suites is very well maintained and has been remodeled well.   If you ever want to see how old the hotel is...go down the stairs and check out what that's like...they never repaint or remodel stairwells.   The rooms are spacious (another clue that it is an older building) and laid out well....your standard ES....but still excellent.  The open atrium Embassy Suite trademark...makes it noisy at times in the living room...especially during happy hour or during a party.....but the bedroom in the back of the suite with it's locked door...takes the edge off the noise.  Four people can stay in this suite and not feel cramped at all...plenty of room for even 6 people.....if they let that many stay in the room. The included breakfast and happy hour...wine. beer and snacks...is very welcomed if you are on a per diem or budget.    One dinner downtown can set you WAY back......That takes the edge off staying downtown and its high prices. Breakfast is the best of any of the suites hotels around the country.   The highlight is the omlette station.   A chef prepares a custom omlette for you .   You pick out all the ingredients like peppers, onions, tomatoes, spinach, mushrooms, bacon, sausage, ham, cheeses, etc.  With that you also get fried potatoes or pancakes.   Quite a wide range of selection.   There is also a large fruit area to get all your standard fruits...melons, apples, oranges, bananas, etc.  There is a danish/donut/pastry tray as well as cereals and oatmeal.   Apple, cranberry and orange juices are available as well as all the coffee.   In downtown Chicago, this would easily be a $25 to $30 breakfast if you eat alot.   Everyone in your room gets this breakfast as part of your room rate.   In addition to the breakfast is the free happy hour as well.   All the wine, beer and sodas you can drink in 2 hours as well as appetizers.  The wine is one grade above screwcap bottled wine.   Beer is standard Miller quality.    One night was puff pastry mini hot dogs and cheese balls.    The next night was buffalo wings and meatballs.   Again, in downtown Chicago, you drinking a few beers or glasses of wine plus these appetizers could easily set you back $20 to $30 per person.  However the quality was not good for the appetizers....2 stars....most of the dishes were way too salty. My only complaint here is that many times no one answers the phone ...either the operator, concierge, front desk.   They get overwhelmed frequently.    I just hope an emergency doesn't happen here and I can only call out to get help For downtown Chicago at the lakefront area, Embassy Suites is an excellent place to stay, especially if you are travelling with a family.  I like this place much better than the Sheraton up the block.",4
487,"Just returned from a family vacation in Chicago. I have two active teenagers and this hotel served us extremely well.  Great location for a vacation, centrally located to most downtown activities.  The staff was helpfull and responsive to our needs.  Every employee seemed to enjoy thier job.  Breakfast was decent in quality and great in quantity.  Rooms were big and clean, great for a family.  The fold-out couch was just ok for a teenager but would have been very uncomfortable for an adult. The tv's were difficult to operate. Lots of families and lots youth soccer teams enjoyed the hotel so the noise level was high.  Not a place for a quite getaway but fit my needs of a family vacation.",4
488,"You could do worse.   Through a very strange hotel mix-up, i.e., budget cuts, I got booked here instead of my regular hotel.  At first, I was a big old cranky bitch about that - I travel regularly, so I have certain expectations, and I have to be here for 5 nights.  Ordinarily, I don't want to be staying in an Embassy Suites for 5 nights in ANY city.  It's nothing personal - they're just great for a night or two, then that's it.  Any more than that, you need a little TLC.  And, when I first walked in, it reeked so badly of chlorine that I thought I was going to pass out.  Not a good first impression. But, the bed is comfortable, they are keeping it clean, I have a lot of room to spread out, I have a great view of the city, and there is a really nice Dominick's market across the street that is keeping me well stocked in the snacky-time  essentials (Pellegrino, almonds, and fruit!  OK, OK...and Twizzlers.  Lots of Twizzlers.)   So, I think it's a matter of keeping your expectations in line - and for that, it's fine.  Walking distance to Michigan, close to everything - not top of the line, but certainly not bad for the price, especially when you're travelling on business.   However, if you aren't paying the tab, and the economy's not in the crapper - it ain't The Peninsula!  Just sayin.",3
489,"Spent this past weekend in Chicago and stayed (with 4 ""young adults + husband).  Booked two rooms, the kids stayed in one, hubby and I in the other.  There was plenty of room, even with 4 in a room.  Kids complained that pullout sofa was uncomfortable, as most of them are, but in the end, they slept pretty soundly as evidenced by the fact that we had to wake them up each morning!   The real draw for us was 1) location - within walking distance of Navy Pier, Michigan Ave. and many of the major attractions, and 2) free buffet breakfast and happy hour.  Buffet breakfast was pretty eh, the made-to-order breakfast (omlets, etc. are a better option) and the nightly happy hour gets so crowded you almost WANT to pay for your drink if it makes the line move faster.   Also, don't go there looking for top-shelf - it ain't happening!  They really should figure out some way to make this run more smoothly.   This property is somewhat older, but it is in very good condition; rooms and public areas were very clean and service was top-notch.  We arrived about 2-1/2 hours before the 4pm check-in, but the rooms were ready and they allowed us to check in early.  The elevators are a little on the slow side, particularly during the breakfast buffet and evening happy hour, when everyone seems to be wanting to travel at the same time.",3
490,"I usually don't review hotels in YELP (at least not yet) but I figured I would  for this one since I stay here so often. Embassy Suites Lakefront is my 'go-to' hotel when I stay in Chicago. It's in a great location if you need to be downtown. It's short walk to either Navy Pier or Michigan Ave, or just a short cab ride away to most other places in Chi-town. The hotel staff is very friendly across the board. The rooms are all pretty good and the hotel is clean. If you're a Hilton Honors member, be sure to ask if they have any corner rooms available, for they usually have larger living rooms than the traditional rooms. Their morning breakfast buffet is quite good with a lot of variety. Probably one of the best Embassy Suites breakfasts available (trust me, they're not all created equal). The made to order omelets are worth the (short) wait. The evening Happy Hour is also a nice plus and a great place to unwind or congregate before heading out to dinner. If heading to Chicago for a few days, be sure to consider this as an option for your stay.",4
491,"I had my wedding here last month and couldn't have been happier.  My contact, Brooke, was a doll.  She was always there to answer questions and made sure everything was the way it was supposed to be on my bid day.  We booked about 25 rooms for the weekend and everyone seemed pleased.  The remodel of the rooms is gorgeous.  They are very nice.  You really can't beat the free breakfast.  Since they don't collect the coupons we joked that we were going to go there every weekend for breakfast.   I deducted one star because we got a free room the night of the wedding. They made it seem like this was some fancy suite and it wasn't much different than the regular rooms and they made a huge deal about getting us into it.  Which I still don't understand.",4
492,"Very modern hotel, beautiful sky ceiling to look up to from the lobby.  Looks nice inside and out.  The lobby bar has free drinks from 5 to 7pm, which would have been nice, had I not been working until 8:00 most nights I was there!  The free breakfast is made to order omeletes with sausage, hash browns, bacon; other dishes include hot oatmeal, fresh fruit, bagels, toast, and yogurt choices.  Starts at 6:30a.m.   Rooms are all suites, which makes it nice and roomy for two, and decent for a third or fourth person.  Plenty of closet space and an extra sink in the master bedroom.  Two tv's make it nice when sharing or if entertaining.",4
493,"I'm usually not a fan of the big conglomerate hotel chains and much prefer the smaller local places... but when i looked it seemed that this was the most bang for the buck.  I was pleasantly surprised.  The hotel has an updated style and a modern feel.  The check in was a little confusing to me, but that's probably b/c i live in a place that doesn't normally have basements and such.   The hotel lobby has a modern water - statue thing that was pretty neat looking till my bf said that it resembled an urinal... uhm, there goes that modern feel!  lol.  nevertheless, my initial take was that the lobby was clean and comfortable. The suites are well maintained and clean.  The bathroom was updated with granite counters; unfortunately, they didn't update the whole thing and the wall paper was peeling a little, but it wasn't a huge deal.  Otherwise, the bathroom was fine. Love that they had a microwave in the room, esp. with all those HUGE Chicagan portions!   Really loved that they have a managers reception with free drinks and snacks at 5:30 - 7:30.  Helped me finish some reports before i starved to death before dinner!   The gym was ok, on the small side, but it had most of the equipment one needs.  The pool was a lap pool, but there were kids in the pool that didn't treat it as such, so i didn't try it out. Breakfast was fast, lots of choices.  Overall, a great location, great price and good service.  Only thing keeping from the 5 star rating was that the business center was incredibly small (3 computers, one printer) and they charge for internet which i think is ludicrous in any hotel!",4
494,"Embassy Suites is always perfect for families.  The suites are large enough - two full beds in one room, and a pull-out in the other (yeah - you'll need a back re-alignment in the morning).  Microwave and fridge included.  They have a managers reception (read free beer/wine) downstairs in the lobby, but it never really appealed to me - lines seemed way too long - no thanks.  The cook-to-order breakfasts are a big hit with the kids and easy on the wallet (included).    It gets fairly crowded so you should probably get down there early (8-9 am).  The pool is small and heavily chlorinated - so take advantage of the free skin exfoliation. Kids loved it, and if the kids are happy . . . .dads happy. Location is great - especially if you want to walk along Michigan avenue pre-Christmas.  Navy Pier is also just a couple blocks a way. Careful when ya travel - especially around holidays and breaks - during these periods make no mistake about it - this is a FAMILY hotel.  If you go expecting a nice, romantic, quiet evening - you will be disappointed.  It's wide open and loud, and kids are everywhere.  That can be good or bad depending on your status.   For us, it's perfect for travelling with kids.",3
495,"The beds were comfortable enough and the location is nice for downtown happenings... We had someone trying to sleep in the ""first"" room, on a Friday night, and that was a mistake, as the lobby stayed pretty loud, and a group of drunken revelers tried to get into our room at 3 in the morning... they finally did manage to get into the room next door, and the walls are pretty thin. $15/day for internet is completely unacceptable. Breakfast was ok, especially for the price (free) but the cooked-to-order stuff is the way to go. The buffet offerings don't stay warm or get refilled often enough... you have to get lucky.",3
496,"I enjoyed a 2-night stay here over my birthday weekend.  It is a nice hotel with extremely courteous employees and clean rooms. In addition to the great employees, the breakfast each morning was great - and this is coming from someone who isn't a big breakfast eater!  Seriously, all these complaints about it being busy are RIDICULOUS.  Obviously it's going to be a happening place with all the options you have - scrambled eggs, bacon, sausage, omelettes, cereal, donuts, pastries, yogurt, fruit, soda, milk, juice, pancakes, waffles, hashbrowns... How could you not be happy?!  I was there on a Saturday and Sunday morning which I assume would be busier than weekdays and both times had no problem finding tables. Now on to my cons... Parking.  Parking is $49/day.  That's probably normal for Chicago hotels, but still... that's murder, and a very pathetic way to spend $100. Exercise room.  The room is TINY and has like 5 cardio machines (3 treadmills and 2 ellipticals or something like that.  I really don't remember since I didn't get to use anything).  For a hotel of this size, that's ludicrous.  I ended up going for a jog outside in rainy, 50-degree weather which wasn't ideal, but whatever. Room issues.  None of these ""complaints"" are a big deal, but I'll share them anyway.  The sitting area/office room that you walk into is pretty big.  It has a flat screen tv, desk, etc.  (No free internet...)  And then there's the bedroom - it's small, or at least seems small thanks to the huge bed.  There was probably a foot of walking space on each side of the bed so it wasn't easy to do anything but sleep in there.  I left my suitcase, got dressed, etc in the other room.  Also, the tv in the bedroom is the old cube type...kind of strange to still see those, especially with a newer tv in the other room, and what was even stranger was the extra sink in the bedroom!  So random. Also, taking the elevator to the lobby then the lobby elevator to the ground floor was interesting, but nothing to hold against the place. 5 stars - 3 stars for cons = 2 stars plus 1 star for an overall good experience and being a ""good deal"" (minus the parking) for a total of 3 stars.   It was fine, but I'm not sure I'll stay here again.",3
497,"I really like this place.  I went here with 11 of my friends last weekend and we reserved three rooms.  These rooms are suites so they are much bigger than  regular hotel room!  Pluses included that there was a sitting area (plus a pull out bed in case), plenty of sinks (one in the bedroom, one in the sitting room, and one in the bathroom), fridge, good breakfast, and free drinks in the evening.  And we also hd a party in one of the rooms after we came back from going out...and it fit everybody. The location is also pretty good.. two blocks from Navy Pier and two blocks from Michigan Avenue.  And it's much bigger than the other Embassy Suites in downtown. The biggest thing I didn't like was the check out time was 11 am.  Way too early in my opinion.  Also, the check in time was 4 pm.. a little too late.  But they have a great concierge service to leave your luggage with them.",5
498,"This turned out to be the perfect hotel for a spontaneous weekend trip in the city. We got a great last-minute rate on a two-room suite with a lake view, and the place itself is within walking distance from Navy Pier and Michigan Ave - perfect for someone who's just looking to chill out and enjoy Chicago without having to figure out how to commute from point A to point B. The free continental breakfast is okay, but I don't think it's as impressive as some previous reviewers mentioned. Definitely eat there before you start your day, but don't expect a gourmet experience! I would recommend skipping the free happy hour cocktail because everybody bum rushes the little bar at that time.",4
499,"As a loyal Hilton traveller, I would rate this the better of the two Embassy Suites in Chicago. Still, I guess I have a thing with them because I feel like there's a cost you pay for having a suite and having free breakfast. The workout room is slightly above average, the breakfast is pretty good and the staff is quite friendly. Big negative in getting a smoking room, though I didn't mind that much since it didn't smell. Also, negatives for not recognizing my status (yeah, I have it so I'm officially that guy) and for making me pay for the internet. The manager's special is a nice touch, though you only get well drinks and draft beers. The food is slightly edible. I guess I'd come back here, but still want to try other hotels in town first.",3
500,"Good reasonably priced hotel, rooms are clean, bed is very comfortable, 5 pillows - love that.  rooms are suites so very large for one or even 2 couples. Very close to all the Downtown action. Watch out for rooms with no cell phone reception, $15 wifi and $50 parking. Overall very enjoyable.",4
501,"Good location, right near Navy Pier. Great view from our room facing the lake. However there was NOTHING fancy about the room, it was the exact one you get at a Country Inn & Suites suite for a lot less. It was weird to have to take an elevator to the lobby, then another to the room. There were kids everywhere. Too many kids, you would think there was a water park in it or something. I'm a Mom myself but this was a kid-free (our own at least) girls trip with 4 of my friends (we all fit in the room fine btw) and I wasn't in the mood to deal with apparently orphaned kids running amok, with parents nowhere in sight. A group of 4 or 5 kids decided to sit on the floor in the hallway  in front of their room 2 doors down from us and hang out. At 10:30 p.m. We went to use the Jacuzzi, it it was full of..you guessed it, kids. More like teenagers but still kids! Also at 10:30 p.m. I called the front desk, who said they would call security and make them leave since kids weren't supposed to be in there. Went back down and there they were. UGH! We never did get to use it, or the narrow tiny pool (also brat filled) Waited FOREVER to get a drink at the manager's reception (didn't mind though since we brought our own drinks from the room, and by the time we got to the front they had been drank.) The drinks were gross, my friends' apple martini was disgusting! And I have never been known to turn one down. I slept through breakfast but my friends said it was good. Nice building and location, but I wouldn't go back.",2
502,BUSINESS ONLY.  Other than the friendly tip hungry Italian evening bartender - this place is all business.  Large desks that you can work long hours at.  The front room is quite a nice office.  8am is like a herd of cattle as high heels and luggage rollers rattle down the hallways as coffee slugging kids who take their jobs too seriously rush to another meaningless seminar.  There is a lack of warmth to this place and I only stay here when working long hours.,3
503,Good value. Really easy to get to off Columbus from Lakeshore and close to everything. Wifi free to HHonors gold.,5
504,"This hotel has a good location close to the lakefront, Navy Pier, and Michigan Avenue; all are less than a 10 minute walk. away. There is a large supermarket right across the street, so for an extended stay you can get drinks or snacks to keep in your room. Extensive and high quality breakfast buffet included in the room price. Internet access is costly ($15/day); it should be included. The only complaints I can muster are (1) accessing the street requires using two elevators and a short walk; the guest elevators reach a ""sky lobby"" at 4th floor level and then you then have to go to another elevator to get to the street and (2) it's not near public transit; taxi fare from Midway is about $30 and from O'Hare about $45, or you could take the trains to Union Station and then a taxi for about $10.",4
